"seqnames","start","end","width","strand","gene_id","gene_type","gene_name","full_name","ENTREZID","logFC","AveExpr","P.Value","adj.P.val"
"chr3",154272546,154324487,51942,"-","ENSG00000174953.14","protein_coding","DHX36","DEAH-box helicase 36","170506",1.56596683358918,5.70704314618012,1.90952245643714e-07,1.80790903479903e-06
"chr7",19695461,19709037,13577,"-","ENSG00000105849.6","protein_coding","TWISTNB","RNA polymerase I subunit F","221830",2.90044107601967,3.69881899120717,2.32626922665044e-07,2.09687119502554e-06
"chr16",634427,636366,1940,"-","ENSG00000130731.16","protein_coding","METTL26","methyltransferase like 26","84326",-2.12378908221286,1.78713921184931,2.71482462432632e-07,2.34502414798973e-06
"chr9",5629025,5776557,147533,"+","ENSG00000107036.12","protein_coding","RIC1","RIC1 homolog, RAB6A GEF complex partner 1","57589",-1.18378731172807,5.23955262689568,1.98376464510397e-07,1.85606060802884e-06
"chr7",91264433,91271326,6894,"+","ENSG00000157240.4","protein_coding","FZD1","frizzled class receptor 1","8321",-2.86463510159727,3.48946112124859,2.42403773305866e-07,2.16586786067599e-06
"chr12",6199715,6238271,38557,"+","ENSG00000010278.14","protein_coding","CD9","CD9 molecule","928",-3.03178947408428,8.7347511765514,1.84938383478108e-07,1.75679167869131e-06
"chr1",47333797,47378839,45043,"+","ENSG00000162368.13","protein_coding","CMPK1","cytidine/uridine monophosphate kinase 1","51727",-1.79120673188215,5.83578534565007,1.97199703428275e-07,1.85048748366831e-06
"chr17",5078467,5096374,17908,"+","ENSG00000180787.6","protein_coding","ZFP3","ZFP3 zinc finger protein","124961",-2.58393133248102,1.95942201848075,2.75221194524537e-07,2.37158335716047e-06
"chr19",18340598,18369950,29353,"+","ENSG00000130517.14","protein_coding","PGPEP1","pyroglutamyl-peptidase I","54858",-4.10164288985453,1.50180687392791,2.65696463727456e-07,2.30909499256788e-06
"chr12",111443485,111599676,156192,"-","ENSG00000204842.18","protein_coding","ATXN2","ataxin 2","6311",-1.19511201251518,5.32416089120276,2.04573240618574e-07,1.90406377115151e-06
"chr1",160894980,160896076,1097,"+","ENSG00000213080.3","processed_pseudogene","AL354714.2",NA,NA,3.81893105722443,2.67520915445192,2.65922884226856e-07,2.30956853917878e-06
"chr8",17156482,17224799,68318,"+","ENSG00000104219.13","protein_coding","ZDHHC2","zinc finger DHHC-type palmitoyltransferase 2","51201",-1.82347695427313,4.37125250371788,2.28881792387622e-07,2.07095260787965e-06
"chr16",89707134,89720898,13765,"-","ENSG00000075399.14","protein_coding","VPS9D1","VPS9 domain containing 1","9605",2.08552929367311,2.39636372287582,2.6840287232929e-07,2.32545290295243e-06
"chrX",11758159,11775772,17614,"+","ENSG00000005302.19","protein_coding","MSL3","MSL complex subunit 3","10943",-1.16939695446549,5.16295198016111,2.05498204655631e-07,1.91027956350991e-06
"chr6",63635802,63779336,143535,"+","ENSG00000118482.12","protein_coding","PHF3","PHD finger protein 3","23469",-1.26667102222315,5.31976594627071,2.02402450937246e-07,1.89001556636629e-06
"chr1",145911350,145918717,7368,"-","ENSG00000131779.11","protein_coding","PEX11B","peroxisomal biogenesis factor 11 beta","8799",-3.2811133373793,2.90776927025946,2.71991790309783e-07,2.34800405326638e-06
"chr15",55180806,55197049,16244,"-","ENSG00000137876.10","protein_coding","RSL24D1","ribosomal L24 domain containing 1","51187",1.37210820486237,5.89640455717715,1.98869372110315e-07,1.85945465925397e-06
"chr19",49635292,49640143,4852,"-","ENSG00000126458.4","protein_coding","RRAS","RAS related","6237",-3.38036327395067,1.69545796980352,2.82976325115086e-07,2.43254076830279e-06
"chr18",76978827,77133683,154857,"-","ENSG00000197971.16","protein_coding","MBP","myelin basic protein","4155",-2.26497802516525,6.61345439470358,1.97521761923019e-07,1.85048748366831e-06
"chr2",37250502,37324808,74307,"-","ENSG00000115825.10","protein_coding","PRKD3","protein kinase D3","23683",1.42307315990413,6.70916346628645,1.93742956975827e-07,1.82827320099976e-06
"chr21",29077471,29175889,98419,"+","ENSG00000156265.16","protein_coding","MAP3K7CL","MAP3K7 C-terminal like","56911",2.08085320857411,7.12755416284432,1.94156708054223e-07,1.82976048019174e-06
"chr12",122229564,122266494,36931,"-","ENSG00000139719.11","protein_coding","VPS33A","VPS33A core subunit of CORVET and HOPS complexes","65082",-2.11907653885725,3.49477031843452,2.62292768095425e-07,2.28777581061009e-06
"chr10",102673731,102714397,40667,"-","ENSG00000138175.9","protein_coding","ARL3","ADP ribosylation factor like GTPase 3","403",-4.30877449279206,0.921645991962503,2.57251520015043e-07,2.25758751010744e-06
"chr21",8208844,8208904,61,"+","ENSG00000277437.1","miRNA","FP671120.2",NA,NA,1.69226121226203,1.81640063716324,2.84681190714238e-07,2.44278688993052e-06
"chr3",50329782,50340980,11199,"-","ENSG00000068028.17","protein_coding","RASSF1","Ras association domain family member 1","11186",-2.06835323551901,4.63805208486697,2.32176237754594e-07,2.09412999292922e-06
"chr1",161197104,161214395,17292,"+","ENSG00000158864.12","protein_coding","NDUFS2","NADH:ubiquinone oxidoreductase core subunit S2","4720",-1.23037856314838,5.96433097193343,2.03297825236171e-07,1.894174275209e-06
"chr3",149129638,149173732,44095,"+","ENSG00000163755.9","protein_coding","HPS3","HPS3 biogenesis of lysosomal organelles complex 2 subunit 1","84343",-2.48417411980015,3.59438884819482,2.60692356529122e-07,2.27798880595203e-06
"chr13",21372573,21459370,86798,"-","ENSG00000180776.15","protein_coding","ZDHHC20","zinc finger DHHC-type palmitoyltransferase 20","253832",-1.7383056877126,5.5397411891665,2.13293151055645e-07,1.96474484147776e-06
"chr22",39120167,39152680,32514,"-","ENSG00000100307.13","protein_coding","CBX7","chromobox 7","23492",-4.00399469589112,1.02337265489036,2.76472166763786e-07,2.38092697200374e-06
"chr20",63743666,63832038,88373,"-","ENSG00000130584.11","protein_coding","ZBTB46","zinc finger and BTB domain containing 46","140685",-2.67332319315654,3.59284707866481,2.69448922174717e-07,2.33262781515725e-06
"chr12",92140278,92145846,5569,"-","ENSG00000133639.6","protein_coding","BTG1","BTG anti-proliferation factor 1","694",2.05982821539136,10.1616693068304,2.03246722492646e-07,1.894174275209e-06
"chr1",212726153,212791782,65630,"-","ENSG00000117697.15","protein_coding","NSL1","NSL1 component of MIS12 kinetochore complex","25936",-3.59639819506912,2.7361734495682,2.92179441775794e-07,2.4921598117318e-06
"chr11",114400030,114414203,14174,"+","ENSG00000076053.10","protein_coding","RBM7","RNA binding motif protein 7","10179",1.28089478176507,5.49177324321761,2.10575407140459e-07,1.94221487528453e-06
"chr14",45203190,45253540,50351,"-","ENSG00000129534.14","protein_coding","MIS18BP1","MIS18 binding protein 1","55320",-4.06266753377036,3.12423671305289,2.8343192493229e-07,2.43352879297334e-06
"chr2",74529377,74533348,3972,"+","ENSG00000115317.11","protein_coding","HTRA2","HtrA serine peptidase 2","27429",-2.07179475595535,2.17472000040474,2.94894909284669e-07,2.50579876426396e-06
"chr12",57762334,57768986,6653,"-","ENSG00000111012.10","protein_coding","CYP27B1","cytochrome P450 family 27 subfamily B member 1","1594",5.6447588061859,0.784215370804067,2.4850130116593e-07,2.20381011158141e-06
"chr6",136629066,136648198,19133,"+","ENSG00000234263.2","lncRNA","MAP3K5-AS1","MAP3K5 antisense RNA 1","101928461",5.97232666931117,-0.215520757163109,1.94980025218386e-07,1.83509856409425e-06
"chr21",29351634,29361894,10261,"+","ENSG00000248476.1","lncRNA","BACH1-IT1",NA,NA,2.67141387216853,2.32304122928449,2.90751156538473e-07,2.48442689800548e-06
"chr9",129321016,129324905,3890,"+","ENSG00000179082.3","lncRNA","C9orf106",NA,NA,-3.00583522616814,1.56701660974846,3.06375561065344e-07,2.5778490229332e-06
"chr17",30378927,30469989,91063,"+","ENSG00000108582.12","protein_coding","CPD","carboxypeptidase D","1362",1.87751862181239,7.95326014760338,2.06692909993322e-07,1.91381827937433e-06
"chr12",6852128,6866632,14505,"+","ENSG00000111667.13","protein_coding","USP5","ubiquitin specific peptidase 5","8078",-2.77832517772942,4.21931515808182,2.67185702586729e-07,2.31912644766501e-06
"chr11",134248279,134253370,5092,"-","ENSG00000151500.15","protein_coding","THYN1","thymocyte nuclear protein 1","29087",-5.13641621285168,0.559314924787534,2.31425237872844e-07,2.08983489903852e-06
"chr3",9731729,9748015,16287,"+","ENSG00000156983.16","protein_coding","BRPF1","bromodomain and PHD finger containing 1","7862",-1.48709620675757,5.71791294044943,2.20991785813485e-07,2.01745025170432e-06
"chr3",48744597,48847874,103278,"-","ENSG00000114302.16","protein_coding","PRKAR2A","protein kinase cAMP-dependent type II regulatory subunit alpha","5576",-1.29949373253178,4.27993675998116,2.56658461803877e-07,2.25527312262971e-06
"chr3",58237532,58295693,58162,"+","ENSG00000163686.15","protein_coding","ABHD6","abhydrolase domain containing 6, acylglycerol lipase","57406",-2.84313586541752,3.38463905238969,2.88326860584444e-07,2.46814011813658e-06
"chr4",138164097,138242349,78253,"-","ENSG00000151012.13","protein_coding","SLC7A11","solute carrier family 7 member 11","23657",2.65060720164832,10.1778066836069,2.15811889755872e-07,1.98155814199367e-06
"chr1",46557408,46616843,59436,"-","ENSG00000079277.21","protein_coding","MKNK1","MAPK interacting serine/threonine kinase 1","8569",-2.58516525071224,5.96808613656343,2.27416502376327e-07,2.06161140193565e-06
"chr3",188151206,188154057,2852,"-","ENSG00000270959.1","lncRNA","LPP-AS2","LPP antisense RNA 2","339929",3.19715876053581,0.722257403858775,3.09947407791282e-07,2.59719566868859e-06
"chr11",66856647,66860475,3829,"+","ENSG00000173621.9","protein_coding","LRFN4","leucine rich repeat and fibronectin type III domain containing 4","78999",-3.79185406717874,0.996614276508695,2.85415440456489e-07,2.44761728559535e-06
"chr19",3630183,3700468,70286,"-","ENSG00000186111.10","protein_coding","PIP5K1C","phosphatidylinositol-4-phosphate 5-kinase type 1 gamma","23396",-2.32528340798541,4.65254613202598,2.56829941241586e-07,2.25527312262971e-06
"chr15",89830599,89894638,64040,"-","ENSG00000157823.17","protein_coding","AP3S2","adaptor related protein complex 3 subunit sigma 2","10239",1.17507655211843,3.70870785014164,2.5680926851327e-07,2.25527312262971e-06
"chrX",45747015,45747124,110,"-","ENSG00000207725.3","miRNA","MIR222","microRNA 222","407007",6.57240355079943,-3.42576982027565,4.54642587161183e-08,6.04230571420635e-07
"chr19",1177558,1228431,50874,"+","ENSG00000118046.16","protein_coding","STK11","serine/threonine kinase 11","6794",-1.66367068922201,5.42047434665987,2.31162244479794e-07,2.08894053566276e-06
"chr19",14433053,14471867,38815,"+","ENSG00000123143.13","protein_coding","PKN1","protein kinase N1","5585",-2.33553911126162,4.66508337937626,2.57561940232056e-07,2.2589241498437e-06
"chr1",93079235,93139079,59845,"+","ENSG00000143033.18","protein_coding","MTF2","metal response element binding transcription factor 2","22823",-1.2071638618009,4.9690546504361,2.38320765418451e-07,2.13897732096732e-06
"chr19",16355239,16472085,116847,"-","ENSG00000127527.14","protein_coding","EPS15L1","epidermal growth factor receptor pathway substrate 15 like 1","58513",1.57041135038172,5.13690813439551,2.29517080606498e-07,2.075386411788e-06
"chr13",51222334,51284239,61906,"+","ENSG00000150510.17","protein_coding","FAM124A","family with sequence similarity 124 member A","220108",5.00600888071946,0.301744958829052,2.5529329233447e-07,2.24861281921733e-06
"chr5",65625004,65666233,41230,"+","ENSG00000113597.18","protein_coding","TRAPPC13","trafficking protein particle complex subunit 13","80006",-2.41207018030721,2.88865837495471,3.05513201509298e-07,2.57362447521424e-06
"chr1",206635536,206684419,48884,"+","ENSG00000143479.17","protein_coding","DYRK3","dual specificity tyrosine phosphorylation regulated kinase 3","8444",5.8050042091214,0.8655438584107,2.88617792373143e-07,2.46915113750604e-06
"chr12",53632726,53677408,44683,"-","ENSG00000135390.21","protein_coding","ATP5MC2","ATP synthase membrane subunit c locus 2","517",-2.31248247375245,4.65087112020726,2.61894722798088e-07,2.28569939194642e-06
"chr22",37019635,37029822,10188,"+","ENSG00000128309.16","protein_coding","MPST","mercaptopyruvate sulfurtransferase","4357",-3.78376978093198,0.919825410490159,3.06351729523094e-07,2.5778490229332e-06
"chr7",149764182,149773588,9407,"-","ENSG00000181444.13","protein_coding","ZNF467","zinc finger protein 467","168544",-5.36695371827298,1.03371878835812,2.97340943356048e-07,2.51963823115531e-06
"chr7",77310751,77416349,105599,"-","ENSG00000186088.16","protein_coding","GSAP","gamma-secretase activating protein","54103",1.82337106031778,8.07955562794537,2.15275083478019e-07,1.97927579580951e-06
"chr9",97904489,97922516,18028,"-","ENSG00000136932.14","protein_coding","TRMO","tRNA methyltransferase O","51531",1.18137099556205,4.63328377942912,2.40225913372969e-07,2.154493172856e-06
"chr2",173166446,173282036,115591,"-","ENSG00000238133.6","lncRNA","MAP3K20-AS1","MAP3K20 antisense RNA 1","339751",4.60425906795529,1.21237327780905,3.16685560376611e-07,2.6366472034386e-06
"chr17",7581964,7584086,2123,"-","ENSG00000233223.3","lncRNA","AC016876.2","uncharacterized LOC100996842","100996842",3.10508193560994,2.70985815181078,3.00825326646418e-07,2.54313103064933e-06
"chr9",131258076,131276510,18435,"-","ENSG00000126882.13","protein_coding","FAM78A","family with sequence similarity 78 member A","286336",-8.64910170279761,1.28019256884195,1.50831909552764e-07,1.51329739591316e-06
"chr11",47269161,47330031,60871,"+","ENSG00000110514.19","protein_coding","MADD","MAP kinase activating death domain","8567",-2.08913282852421,5.28331573591757,2.42023641573025e-07,2.16424047242262e-06
"chr14",77426675,77457952,31278,"-","ENSG00000151445.16","protein_coding","VIPAS39","VPS33B interacting protein, apical-basolateral polarity regulator, spe-39 homolog","63894",-1.96730889304228,3.64971203791787,2.89728885171066e-07,2.47717329888631e-06
"chr14",49768130,49786385,18256,"+","ENSG00000165516.11","protein_coding","KLHDC2","kelch domain containing 2","23588",-2.92644846866673,2.61240645642338,3.16173839522939e-07,2.63392165904619e-06
"chr17",1464186,1492686,28501,"-","ENSG00000197879.17","protein_coding","MYO1C","myosin IC","4641",-3.11017418925491,3.76880331451892,3.03055323948103e-07,2.55744324468195e-06
"chr10",71747556,71773520,25965,"-","ENSG00000107738.20","protein_coding","VSIR","V-set immunoregulatory receptor","64115",-3.91954761708516,4.88535720832548,2.5988070783458e-07,2.27480350394198e-06
"chr2",219249710,219278170,28461,"-","ENSG00000127824.14","protein_coding","TUBA4A","tubulin alpha 4a","7277",-2.61823022859819,4.14003556081191,2.81534909667122e-07,2.42306581591215e-06
"chr3",11137093,11263557,126465,"+","ENSG00000196639.6","protein_coding","HRH1","histamine receptor H1","3269",4.95770229174708,3.19236093581526,3.26508085648336e-07,2.7026772999176e-06
"chr6",2987987,3028869,40883,"+","ENSG00000124588.20","protein_coding","NQO2","N-ribosyldihydronicotinamide:quinone reductase 2","4835",-2.14416930580355,5.23620947491932,2.48306308425282e-07,2.20344858911305e-06
"chr9",136361903,136373681,11779,"-","ENSG00000187796.15","protein_coding","CARD9","caspase recruitment domain family member 9","64170",-3.84855254649824,2.99136107671292,3.23039299688424e-07,2.68173298933673e-06
"chr2",70295975,70302090,6116,"-","ENSG00000035141.8","protein_coding","FAM136A","family with sequence similarity 136 member A","84908",-2.32508167288336,3.06263955237882,3.13889569085038e-07,2.62100541994035e-06
"chr19",48619291,48630717,11427,"+","ENSG00000063176.16","protein_coding","SPHK2","sphingosine kinase 2","56848",-2.95574603482017,1.25616806532817,3.26207978589171e-07,2.70175848701651e-06
"chr16",31894542,31894983,442,"-","ENSG00000259950.1","processed_pseudogene","AC034105.3",NA,NA,2.80426507122885,-0.0295453309967269,3.0257815017719e-07,2.55492555058009e-06
"chr12",69585426,69601570,16145,"+","ENSG00000166226.13","protein_coding","CCT2","chaperonin containing TCP1 subunit 2","10576",1.25451752899671,7.15387589349079,2.22904086141802e-07,2.02713601445444e-06
"chr17",46029916,46225389,195474,"-","ENSG00000120071.14","protein_coding","KANSL1","KAT8 regulatory NSL complex subunit 1","284058",-2.14042013025098,4.58092549955077,2.7103346991872e-07,2.34326037623944e-06
"chr16",30477180,30489353,12174,"-","ENSG00000261346.1","lncRNA","AC116348.5",NA,NA,-6.74265070740764,-1.86141905962759,2.37922689161024e-08,3.76851603109042e-07
"chr15",77420412,77485607,65196,"+","ENSG00000140382.15","protein_coding","HMG20A","high mobility group 20A","10363",-1.67637655094771,3.75236952260386,2.97047977194428e-07,2.51963823115531e-06
"chr19",36114289,36125947,11659,"+","ENSG00000105254.12","protein_coding","TBCB","tubulin folding cofactor B","1155",-1.45798202682437,3.96608376046626,2.85842034517786e-07,2.44833641915804e-06
"chr9",121280768,121285530,4763,"-","ENSG00000235865.2","lncRNA","GSN-AS1","GSN antisense RNA 1","57000",-2.88309463057825,2.67278953626375,3.31284829929735e-07,2.72814967234357e-06
